track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,track_album_release_year,track_album_release_decade
6DbqCKweKwVkHgRv1CI53D,"Pop, Lock & Drop It - Video Edit",Huey,55,2o5LE6Q7svPXHmwM75xWbv,Notebook Paper,2006,The Sound of Southern Hip Hop,18jT9NMRZifv6cMtK2jWD4,rap,southern hip hop,0.723,0.644,11,-6.863,0,0.222,0.00308,0.0,0.352,0.645,144.09,261027,2006,2000s
0jSMveIWvnhDIvzqN74Uc7,Tipsy - Club Mix,J-Kwon,62,4yTlfDLsW1dK2kG1qoNsrv,Hood Hop,2004,The Sound of Southern Hip Hop,18jT9NMRZifv6cMtK2jWD4,rap,southern hip hop,0.925,0.744,0,-5.79,1,0.367,0.0644,0.0,0.0888,0.656,93.02,243227,2004,2000s
3cHfDtp6kGyfZB10lvZ2Xj,Krispy - Dirty,Kia Shine,35,0vygVe2qMUB42Rl2Kd2wsc,Due Season,2007-01-01,The Sound of Southern Hip Hop,18jT9NMRZifv6cMtK2jWD4,rap,southern hip hop,0.841,0.653,6,-5.926,0,0.205,0.000164,0.000219,0.107,0.486,94.141,267707,2007,2000s
4rICUbwZZuqUOcgQgtux2k,Feel It In The Air,Beanie Sigel,51,6XjOkMukhyyEORUU0ucQ7m,The B.Coming,2005-01-01,The Sound of Southern Hip Hop,18jT9NMRZifv6cMtK2jWD4,rap,southern hip hop,0.358,0.596,3,-11.906,0,0.224,0.147,0.0,0.212,0.484,178.008,246160,2005,2000s
1ZwLImco9n25d8oua1zkV4,I Like Dem Girlz,Jazzy Pha,22,75UZOjWHfAdXYWnYDGm7Wr,Put Yo Hood Up,2001-05-22,The Sound of Southern Hip Hop,18jT9NMRZifv6cMtK2jWD4,rap,southern hip hop,0.839,0.611,10,-6.983,0,0.0708,0.000201,0.000381,0.0997,0.728,114.996,267133,2001,2000s
07Tx168RSsUS1HqkDIOZbH,Cupid Shuffle,Cupid,60,1tDyAU95D65Shy34JxsQCu,Time For A Change,2007-09-11,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.785,0.582,5,-4.877,0,0.237,0.191,0.0,0.2,0.861,71.774,231360,2007,2000s
0k7kfdefyPCDVHtHzgaq6t,I Found Love (On A Lonely Highway),Jeff Floyd,39,7jge7It8TJ7XVSjcKFRFfE,Powerhouse,2001-02-20,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.794,0.688,7,-7.282,1,0.0447,0.0406,0.000187,0.271,0.567,102.088,453533,2001,2000s
5o61LLrnFaGbcEbecemBIo,Why Me?,Reggie P,0,4psP81Ds1PeIxlrZjTsWnp,Why Me?,2005-03-01,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.855,0.665,9,-6.44,1,0.14,0.0587,5.5e-06,0.0846,0.661,113.036,214120,2005,2000s
4ZKLmo5TSZebyenBpln7l8,Lacee's Groove,Lacee,32,6HbtmoBveLTEFafC6QDlVe,Lacee's Groove,2009-05-18,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.866,0.64,9,-4.098,0,0.0824,0.00996,1.59e-05,0.0755,0.563,103.011,247253,2009,2010s
7IBhpjoLxBO2oiNjny9ie4,Try Me,T.K. Soul,1,1oieTovqSnR8nq3ernfqWj,Undisputed the album(his latest),2007-01-01,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.654,0.607,7,-4.64,0,0.0283,0.109,0.0,0.177,0.698,83.975,305987,2007,2000s
4u6JFQa45iIYPy5l8DK2xc,Lock My Door,Jeff Floyd,30,0zcqYY1KpOd6aOyZSbEagF,Keepin It Real,2008-07-01,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.718,0.819,10,-3.364,1,0.0356,0.258,1.35e-06,0.168,0.929,97.036,353547,2008,2000s
5mZ3SenUADr24QRqwA0Bt2,From the Back,LJ Echols,31,2VcDtG9EarkZlSdYXE14j8,Another level,2009-01-01,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.849,0.803,5,-4.514,0,0.0616,0.0745,3.51e-05,0.0621,0.962,111.008,212547,2009,2010s
3lhAN67vp4RLgJbUUctHHO,Party Like We Use to Do,Willie Clayton,35,1z7n9bvmywjSWP9hGAFSSl,"Classic Soul, Vol. 1",2006-01-10,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.682,0.754,0,-2.413,1,0.0778,0.492,1.33e-06,0.325,0.963,200.301,355600,2006,2000s
2Y8i6ntDzXIhCO4UJPl5Qv,Superstition - Single Version,Stevie Wonder,6,7fjiLZzAXNUXUazn89VBMc,The Definitive Collection,2002,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.643,0.628,10,-12.075,0,0.0748,0.0443,0.00613,0.0359,0.894,100.392,245493,2002,2000s
0pvA063uNyGQFp7DNtmk0P,Sweet Soul Music,Arthur Conley,60,6dYQhuDC49jXh7YvTtb0oT,Rhino Hi-Five: Arthur Conley,2005-04-19,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.59,0.659,5,-9.669,1,0.0697,0.104,6.56e-06,0.356,0.965,80.201,141067,2005,2000s
5zLvo9lek82KN9QKRpJojD,Friday,Sir Charles Jones,42,7rEU6ow2WhvGWQr7HyTzKE,The Best of Sir Charles Jones - For Your Love,2008-01-10,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.884,0.414,4,-9.98,1,0.065,0.462,0.0,0.22,0.696,91.998,241120,2008,2000s
7tor1N7ix61iCkeR5Ebeqq,Stand up in It,Theodis Ealey,41,3qa7HA5kIjRb0V2eCDstnr,Stand up in It,2004-01-01,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.917,0.555,8,-7.541,1,0.0785,0.162,1.38e-06,0.29,0.731,112.998,375733,2004,2000s
5V3kFgyxiKcOjLS79RtjdV,Smaller the Club,A Nite Out,30,6qskU2TqSgpEBMcF6XIyyj,A Nite Out,2003-09-20,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.87,0.76,0,-3.899,1,0.0678,0.0484,2.44e-06,0.373,0.926,100.004,281787,2003,2000s
5lKxZ90QrEVKOZhLNtoKRP,Sure Wasn't Me,Tyrone Davis,39,2xuVeTFKS4fs8iRQZ7luWS,Relaxin' With Tyrone,2000-09-26,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.75,0.467,4,-8.55,0,0.045,0.0583,1.95e-06,0.0766,0.61,155.697,410400,2000,2000s
4VtURpoyUD9vzc0yG9tztF,Work It Out,Tucka,38,4vql2dJrbgxO5QbkKIfOj6,Love Rehab,2009-11-05,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.845,0.73,0,-5.377,1,0.0356,0.275,0.0,0.135,0.864,107.011,325253,2009,2010s
5omSKZvHQUH8WRUTOTC1cU,Is There Anybody Lonely,Sir Charles Jones,38,7rEU6ow2WhvGWQr7HyTzKE,The Best of Sir Charles Jones - For Your Love,2008-01-10,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.791,0.44,0,-8.443,1,0.0416,0.64,0.0,0.0926,0.553,110.105,279507,2008,2000s
3LbtSM3RFD0mLCoQlO43Xy,I'm Missin' You Babe,Lebrado,35,3MZ6BCKOwAujLFTNXkRHPc,Try Me,2005-01-01,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.73,0.592,7,-7.864,1,0.0412,0.000776,1.53e-06,0.0361,0.938,97.998,278680,2005,2000s
6OjJZrlz7E1n0oVKgiclE2,Two Way Love Affair,David Brinston,35,4UgXV0P9KtSQjPJAUc11IB,Somebody's Cuttin' My Cake,2007-07-17,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.774,0.773,5,-6.295,0,0.0413,0.0703,0.000576,0.0465,0.914,102.98,238173,2007,2000s
2dYV8IuEYrz9DALtl3To8E,Slow Roll It,The Love Doctor,36,2Adxf0eetHhE2eYiLPvUFB,Ultimate Southern Soul,2008-02-26,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.84,0.417,1,-11.148,0,0.215,0.401,0.0,0.335,0.802,78.979,270187,2008,2000s
7coyz3MhQbSL7tZyWFD5DL,Just Can't Let Go,Sir Charles Jones,39,7rEU6ow2WhvGWQr7HyTzKE,The Best of Sir Charles Jones - For Your Love,2008-01-10,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.804,0.398,5,-7.571,1,0.0428,0.722,0.0,0.0346,0.61,82.477,280173,2008,2000s
4agux2ri6ezt9QwwEToj9I,If I Back It Up,Nellie Tiger Travis,35,4mX1pzBgZbJjbnRNdjl119,Wanna Be With You,2005-01-01,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.655,0.459,1,-6.168,1,0.277,0.142,0.0,0.1,0.897,203.364,228987,2005,2000s
3w1T8UpNXxpiJAmx1D8rdN,Taxi,J. Blackfoot,32,2AFv7hBQ6f1Ky1UISsbMyR,City Slicker,2002,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.416,0.468,9,-11.786,0,0.0469,0.093,0.0,0.354,0.27,67.713,302867,2002,2000s
4OqlMMluU6knK0AcWNla8i,For Better or Worse,Sir Charles Jones,36,7rEU6ow2WhvGWQr7HyTzKE,The Best of Sir Charles Jones - For Your Love,2008-01-10,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.83,0.493,10,-7.904,1,0.0852,0.456,0.0,0.285,0.714,116.009,313827,2008,2000s
6UzYTq2NG3LdYDFQi2Kxxm,"Boom, Boom, Boom",Willie Clayton,36,2uXJvoIRqtbrKML0gutkBe,Gifted,2006-10-03,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.631,0.634,6,-6.089,0,0.0417,0.234,0.0,0.0788,0.608,147.971,240747,2006,2000s
5YoKhHQoQS6Nwn7rKc0qii,Tonight Is the Night (Pts. 1&2),Betty Wright,41,5hWEUNz3lwNFyfhG82gqXC,The Essentials: Betty Wright,2002-07-02,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.776,0.768,2,-5.019,1,0.0502,0.267,2.4e-06,0.983,0.838,101.591,499400,2002,2000s
1uB7lRALzVhz4uxaPo0IOe,Hell at the house,Omar Cunningham,33,79cby8r6AJBDqKzE3Tdzxf,Hell At The House,2003,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.779,0.616,6,-6.97,0,0.0911,0.0615,2.44e-06,0.317,0.78,80.008,277747,2003,2000s
1xJrQgMoWUiRvZyl1KCXYW,Wiggle,Willie Clayton,28,0zKOU5MWN1385e54HYUKbG,The Little Giant of Soul,2006-01-10,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.819,0.611,0,-6.287,1,0.114,0.3,0.000199,0.108,0.894,173.926,287093,2006,2000s
2CfQgPGkG6F92SJNk3DtdU,"Scat Cat, Here Kitty, Kitty",Billy Soul Bonds,32,5PUHb25jUnNtC4MKnx9T2g,"Here Kitty, Kitty!",2006-06-13,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.749,0.548,9,-6.865,1,0.0452,0.135,0.0,0.0918,0.651,135.983,288320,2006,2000s
2hhnxjKsonevteyEb4qJVc,Man Enough,Karen Wolfe,34,01VAFTPd3DVFVLzrXVrO1R,A Woman Needs A Strong Man,2009-05-03,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.812,0.476,10,-10.11,1,0.0381,0.334,0.0,0.12,0.85,99.861,252467,2009,2010s
4WE4eBwnlMvt9LvylnfcSu,The Beauty Shop,Omar Cunningham,32,1O72Hiw6PRJiP6u0tQmkTH,Time Served,2008-01-01,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.581,0.494,1,-10.121,0,0.223,0.113,0.0,0.302,0.614,155.091,288667,2008,2000s
0dVQeXMrjnNUqQOTQscgKe,Bill,Peggy Scott-Adams,31,0rY5Cccz4fDPVCxvm71Tfr,Best of Peggy Scott-Adams,2008-02-25,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.559,0.435,2,-9.524,1,0.0986,0.206,0.0,0.0661,0.587,165.055,315493,2008,2000s
5EJZKffdlqfITcIce4oTM1,Somebody Is Gonna Lose A Good Woman,Jeff Floyd,30,63YiJ6IIvvEhxJ8uydvYFE,The Power Is Still On,2002,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.759,0.425,7,-9.338,1,0.0412,0.441,0.0113,0.152,0.694,149.948,301840,2002,2000s
2psbaFILwv134sGvLmziyJ,Mr. Right or Mr. Wrong,Peggy Scott-Adams,30,0rY5Cccz4fDPVCxvm71Tfr,Best of Peggy Scott-Adams,2008-02-25,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.699,0.639,4,-6.113,1,0.172,0.502,0.0,0.0786,0.905,179.903,237760,2008,2000s
2jlNiAhus7JJIiAI5Pgsky,She Made a Freak Out of Me,"Lee ""Shot"" Williams",23,4mO1dngTab1cGpH7svacgP,She Made a Freak Out of Me,2000,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.857,0.523,5,-9.651,0,0.0782,0.0169,4.65e-05,0.0541,0.808,111.018,328320,2000,2000s
2RxyL8IRtmXWTUwAUnLhXm,Family Reunion Song (feat. Shirley Murdock),Bigg Robb,26,2CKqC9XBPc4lm0N1u2uiPZ,Jerri Curl Muzic=(The Latest),2009-04-20,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.912,0.573,0,-6.898,1,0.0398,0.0381,1.23e-05,0.0475,0.872,96.995,322347,2009,2010s
57XsqI2gTdJ3T5W3c9sWD8,Down in da Club,Jackie Neal,21,2EFNounrdGA9BOUBR6TJNe,Down in da Club,2007-07-05,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.853,0.532,10,-5.119,0,0.0603,0.0154,8.2e-06,0.227,0.876,102.933,239653,2007,2000s
3HDtzEjGD78tNyD1XSk1oQ,Chech to Check,Omar Cunningham,32,79cby8r6AJBDqKzE3Tdzxf,Hell At The House,2003,Southern Soul BBQ Mix,3nTS97zUqxJBQeiXNRs963,rap,southern hip hop,0.794,0.691,5,-4.886,0,0.102,0.0223,0.00018,0.127,0.845,93.998,247347,2003,2000s
3FygJnwLJbaU5xe4E87h8e,Same Song - Edit Version,Digital Underground,48,6TOnlk3Wg2oEJvL4RkW4pt,Rhino Hi-Five: Digital Underground,2005-06-19,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,0.813,0.687,1,-10.178,1,0.152,0.0562,0.0,0.113,0.733,103.196,237533,2005,2000s
3Gt9T6UISOVML95EvQAfg7,My Bass Hits Harder,Power Supply,11,5ZUUNhmb3U0yx75nJx6NXX,More Bass-More Boom-More Bottom,2009-10-15,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,0.83,0.591,11,-15.514,0,0.236,0.0767,0.00139,0.388,0.331,112.324,239093,2009,2010s
2B1FNeROVsmJnzna8t9LiH,Down Low ( Remix),Freak Nasty,25,1GhAOnM5w80tS3ttYTjTLZ,Freak Nasty World,2006-02-16,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,0.83,0.651,9,-9.577,0,0.217,0.000743,0.0327,0.174,0.565,135.283,263640,2006,2000s
53BZ6XygAoubR5DU5w38Vq,Real Muthaphuckkin' G's,Eazy-E,69,63e4jpPrJzjGsTxM4QOOFb,Gangsta Memorial,2007-01-01,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,0.724,0.853,11,-3.895,0,0.283,0.0164,0.0,0.65,0.775,170.51,332733,2007,2000s
2eiq8DFWCjAOmbcHarG1ks,Nothing But Bass,Bass Patrol,24,15kDjz1HKZ6ixyYAZajOj8,Greatest Bass Hits,2004,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,0.584,0.422,11,-16.189,1,0.116,0.254,0.897,0.372,0.0374,182.553,152400,2004,2000s
507rhTuNu5YPpxQTT287Y2,30's-N-Lows,Bass Patrol,18,6LcsgWx1N0HZHlVLgdZw7N,The Kings Of Bass,2004,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,0.741,0.478,1,-13.757,1,0.224,0.00399,0.0211,0.15,0.328,104.206,246360,2004,2000s
75O60YOeXQJsVeEpXvBpYh,Mystery Repeats,Pete Philly & Perquisite,0,0GMgzWO142zHxgqdWCJ6qr,Mystery Repeats,2007-09-10,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.813,0.683,5,-8.089,1,0.0784,0.121,0.0638,0.201,0.89,121.005,166467,2007,2000s
6aLt4PslIzYEoNx5opdeWR,Alles Wat Ik Wil,Winne,32,669MIsrGaRpMze2ajXgfE4,Winne Zonder Strijd,2009-01-01,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.661,0.752,1,-6.123,0,0.0869,0.0214,0.00566,0.258,0.617,93.107,242133,2009,2010s
5ZOLcd8JCxHjrCQDp394IV,Pursuit Of Happiness (Nightmare),Kid Cudi,43,1OnCqi7IuzjnrOh2ZNvJHd,Man On The Moon: The End Of Day,2009-01-01,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.632,0.579,0,-9.036,1,0.0386,0.511,5.09e-05,0.29,0.294,115.294,295293,2009,2010s
2ZLkHOVY7dqXIyhN4YQ4FH,Ms. Hill,Talib Kweli,0,43IdiirCdiNaEKQqNidF3u,Right About Now - The Official Sucka Free Cd,2005-11-22,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.479,0.671,8,-8.125,0,0.415,0.0505,0.0,0.458,0.278,89.238,224280,2005,2000s
6mZcNu9i8uhOYMiEAyEx81,How We Do,The Game,10,0d0QL1mV66wpb9cBvCSF0G,The Documentary,2005,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.862,0.648,4,-7.401,0,0.251,0.0455,0.0,0.0332,0.637,98.012,235533,2005,2000s
4675yUu8AUbE72T94BkLCD,Beautiful,Snoop Dogg,64,0knL5fTAXqq9oq4Yeyibc8,The Best Of Snoop Dogg,2005-01-01,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.893,0.74,11,-4.936,0,0.132,0.299,0.0,0.0881,0.963,101.025,299147,2005,2000s
0fLILzjVXRCLC0lsNKcQ8I,P.I.M.P. - Snoop Dogg Remix,50 Cent,56,5G5rgQHzdQnw32SI0WjIo5,Get Rich Or Die Tryin',2003-02-06,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.677,0.698,3,-5.793,0,0.352,0.0935,0.0,0.0511,0.83,78.443,288573,2003,2000s
1mUFR57zGeoooGf22RZysa,Outta Control - Remix,50 Cent,1,6djlUHJRvmKU4TpgOAhmRA,The Massacre (Ecopac Reissue Explicit),2005-03-03,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.77,0.595,8,-6.004,0,0.256,0.0225,0.0,0.0936,0.535,91.989,247060,2005,2000s
0mMmhuNtbJalQCZy5VhVwk,GATman And Robbin,50 Cent,0,6djlUHJRvmKU4TpgOAhmRA,The Massacre (Ecopac Reissue Explicit),2005-03-03,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.692,0.911,4,-6.402,0,0.172,0.382,6.97e-06,0.161,0.629,174.016,226441,2005,2000s
6so3XYH1yyeWFGskbQvDjQ,"OK, You're Right",50 Cent,0,38fohN3vTyQ12wwbyF2CsU,Before I Self-Destruct,2009-01-01,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.533,0.596,10,-3.802,0,0.0891,0.0286,0.0,0.0684,0.454,97.237,184707,2009,2010s
5taVRH80Ur4VIaSETLkAvi,Buma In Mijn Zak,De Jeugd Van Tegenwoordig,17,5xykZBi8oVfGzphjFx6r6w,Buma In Me Zak,2008-01-01,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.734,0.594,4,-7.355,0,0.199,0.0227,0.000376,0.377,0.559,155.047,277360,2008,2000s
4stm6lf1vQBSl7Eq4Npzr0,Big City Life,Mattafix,65,4n1tYB2t7IsIPoyCSooPHK,Signs Of A Struggle,2005,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.69,0.618,2,-9.36,1,0.0904,0.0175,3.26e-06,0.0891,0.733,174.038,240893,2005,2000s
0rRHFywFG6H7NAl2wMMCZg,Happy Birthday,Flipsyde,3,3pnioabFZxyxqWBw32sGfx,We The People,2005-01-01,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.552,0.653,7,-6.881,1,0.228,0.329,0.0003,0.202,0.293,93.893,195547,2005,2000s
10xdkfa78toyEqtwZ1KrLR,Hard Knock Life (The Ghetto Anthem) - Radio Edit,JAY-Z,4,7JvwVHBWI0QdgAIIC1CBfG,Bring It On: The Best Of,2003-11-25,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.777,0.654,0,-6.513,1,0.348,0.0979,0.00215,0.0413,0.597,76.863,238667,2003,2000s
5YpZh8wfS4moRBk0ijNcXr,Harder Than You Think,Public Enemy,61,6izTLoTDL2k78sAvpLfHOP,How You Sell Soul to a Soulless People Who Sold Their Soul?,2007-08-07,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.484,0.852,11,-4.442,0,0.274,0.0317,0.0,0.0547,0.766,103.578,249522,2007,2000s
184NJihoBmCTNpZZ9rKRDz,Tak Takie,U-niq,15,6ImyPY5A1WjiuANpnnYDLC,Het Kapitalisme,2008-01-01,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.497,0.778,6,-5.937,1,0.464,0.0387,0.0,0.206,0.836,83.13,234387,2008,2000s
1VYSeEuL487kHNJe2MHePS,What's Up Fatlip,Fatlip,0,5A0lRNIwazettQSbD27xnK,The Loneliest Punk,2005,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.791,0.646,8,-3.02,0,0.337,0.0941,0.0,0.113,0.513,169.935,202266,2005,2000s
6Tsu3OsuMz4KEGKbOYd6A0,Hypnotize - 2007 Remaster,The Notorious B.I.G.,68,5XqEf16OrHdmMoNS1b6WDg,Greatest Hits,2007-03-05,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.895,0.694,9,-4.384,1,0.275,0.176,0.0,0.292,0.632,93.944,230000,2007,2000s
0BqY7i5dFenEnkYGoK42Uv,The Format,AZ,0,0rWv7JORok9Zc4hwdFuXuH,The Format (Special Edition),2006-11-07,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.644,0.808,9,-4.765,0,0.276,0.151,0.0105,0.0687,0.819,96.473,183440,2006,2000s
2nVTEsjkG2vscrByFEqYp1,Je Weet Et,Thc,0,60EnC8ZQr6Li59CkVtfzbX,Puur & Onversneden,2007,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.654,0.881,9,-5.557,0,0.355,0.212,1.54e-06,0.281,0.907,176.031,230468,2007,2000s
1qu0VCx2idnR4O0hfxqdUR,Dikke Tieten,Kempi,25,5Qdamvl4vNpaQHYJhGeTDk,Du Evolutie Van 'n Nigga (Mixtape 4),2009-01-01,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.603,0.809,0,-5.582,1,0.0314,0.000132,0.0322,0.202,0.542,124.01,280867,2009,2010s
6mcu7D7QuABVwUGDwovOEh,If I Can't,50 Cent,65,5G5rgQHzdQnw32SI0WjIo5,Get Rich Or Die Tryin',2003-02-06,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.886,0.626,11,-2.528,0,0.277,0.265,0.0,0.024,0.856,93.989,196627,2003,2000s
5HKJl9V8QDMflGBH0jFS85,Tijdmachine - Edit,Dio,47,2Jaf7GiTd149xp5NiYRh0c,Tijdmachine,2008-01-01,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.875,0.867,8,-3.754,0,0.259,0.0632,0.0,0.26,0.678,98.004,209120,2008,2000s
5ngSGTy4Tw8cIBCMeIgoc9,Why We Thugs,Ice Cube,62,359nWuHm9IGYkdTm5Xlr72,"Laugh Now, Cry Later",2006-01-01,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.755,0.604,1,-5.436,1,0.417,0.382,0.0,0.125,0.663,98.458,224107,2006,2000s
4Tyv7nnNTHC6mR1pTubIrw,Drop It Like It's Hot,Snoop Dogg,7,6HvNCIZj3oCfxz0j75HaIZ,Drop It Like It's Hot (International Version),2004-01-01,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.912,0.553,1,-4.716,1,0.205,0.188,0.0,0.102,0.62,91.991,270467,2004,2000s
30Gd3snWllczPbz2Gd0JMe,Like Toy Soldiers,Eminem,5,4F1k3oxk5iTQKenjkBpDe4,Encore,2004-11-12,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.52,0.768,8,-3.489,0,0.359,0.0193,0.00034,0.104,0.398,79.178,296880,2004,2000s
5Zi5RHFI0tWKkzoiob2OtU,Crack A Bottle,Eminem,0,1tmqPFNK1Bu1QbJSy65lkC,Crack A Bottle,2009-01-01,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.604,0.812,9,-4.463,1,0.144,0.0872,0.0,0.255,0.362,81.563,314560,2009,2010s
69yVxyuRahEzs2taFMVVoO,Empire State Of Mind [Jay-Z + Alicia Keys],JAY-Z,7,03JboE7JdI2P2lZjzVFjUP,The Blueprint 3,2009-09-08,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.495,0.933,11,-3.977,1,0.395,0.0294,0.0,0.503,0.815,173.414,277400,2009,2010s
5ZIfOjIDOpeoQR0ZFRNtPq,Already Home [Jay-Z + Kid Cudi],JAY-Z,0,03JboE7JdI2P2lZjzVFjUP,The Blueprint 3,2009-09-08,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.553,0.866,0,-2.316,1,0.303,0.0697,0.0,0.73,0.617,80.923,269853,2009,2010s
